Continente y país de residencia;Continente y país de residencia;Continente y país de residencia;Continente y país de residencia;Provincia de destino;Concepto turístico;Periodo;Total
Total;;;;Tarragona;Turistas;2021M10;100.497
Total;;;;Tarragona;Turistas;2021M09;106.873
Total;;;;Tarragona;Turistas;2021M08;195.114
Total;;;;Tarragona;Turistas;2021M07;121.496
Total;;;;Tarragona;Turistas;2021M06;60.831
Total;;;;Tarragona;Turistas;2021M05;46.234
Total;;;;Tarragona;Turistas;2021M04;34.838
Total;;;;Tarragona;Turistas;2021M03;31.491
Total;;;;Tarragona;Turistas;2021M02;26.508
Total;;;;Tarragona;Turistas;2021M01;29.238
Total;;;;Tarragona;Turistas;2020M12;36.570
Total;;;;Tarragona;Turistas;2020M11;32.993
Total;;;;Tarragona;Turistas;2020M10;45.865
Total;;;;Tarragona;Turistas;2020M09;53.695
Total;;;;Tarragona;Turistas;2020M08;119.537
Total;;;;Tarragona;Turistas;2020M07;98.095
Total;;;;Tarragona;Turistas;2020M06;29.691
Total;;;;Tarragona;Turistas;2020M05;20.993
Total;;;;Tarragona;Turistas;2020M04;18.893
Total;;;;Tarragona;Turistas;2020M03;45.116
Total;;;;Tarragona;Turistas;2020M02;51.798
Total;;;;Tarragona;Turistas;2020M01;60.662
Total;;;;Tarragona;Turistas;2019M12;52.900
Total;;;;Tarragona;Turistas;2019M11;73.239
Total;;;;Tarragona;Turistas;2019M10;174.204
Total;;;;Tarragona;Turistas;2019M09;230.322
Total;;;;Tarragona;Turistas;2019M08;392.129
Total;;;;Tarragona;Turistas;2019M07;305.792
Total;;;;Teruel;Turistas;2025M12;8.399
Total;;;;Teruel;Turistas;2025M11;8.346
Total;;;;Teruel;Turistas;2025M10;12.567
Total;;;;Teruel;Turistas;2025M09;11.752
Total;;;;Teruel;Turistas;2025M08;14.433
Total;;;;Teruel;Turistas;2025M07;12.028
Total;;;;Teruel;Turistas;2025M06;11.902
Total;;;;Teruel;Turistas;2025M05;11.262
Total;;;;Teruel;Turistas;2025M04;10.875
Total;;;;Teruel;Turistas;2025M03;9.571
Total;;;;Teruel;Turistas;2025M02;7.135
Total;;;;Teruel;Turistas;2025M01;7.896
Total;;;;Teruel;Turistas;2024M12;7.891
Total;;;;Teruel;Turistas;2024M11;7.937
Total;;;;Teruel;Turistas;2024M10;11.586
Total;;;;Teruel;Turistas;2024M09;12.836
Total;;;;Teruel;Turistas;2024M08;11.280
Total;;;;Teruel;Turistas;2024M07;13.609
Total;;;;Teruel;Turistas;2024M06;9.798
Total;;;;Teruel;Turistas;2024M05;11.546
Total;;;;Teruel;Turistas;2024M04;10.613
Total;;;;Teruel;Turistas;2024M03;9.807
Total;;;;Teruel;Turistas;2024M02;7.113
Total;;;;Teruel;Turistas;2024M01;6.363
Total;;;;Teruel;Turistas;2023M12;8.943
Total;;;;Teruel;Turistas;2023M11;8.106
Total;;;;Teruel;Turistas;2023M10;11.870
Total;;;;Teruel;Turistas;2023M09;10.889
Total;;;;Teruel;Turistas;2023M08;13.793
Total;;;;Teruel;Turistas;2023M07;10.627
Total;;;;Teruel;Turistas;2023M06;8.394
Total;;;;Teruel;Turistas;2023M05;9.969
Total;;;;Teruel;Turistas;2023M04;10.196
Total;;;;Teruel;Turistas;2023M03;7.772
Total;;;;Teruel;Turistas;2023M02;5.657
Total;;;;Teruel;Turistas;2023M01;5.497
Total;;;;Teruel;Turistas;2022M12;6.325
Total;;;;Teruel;Turistas;2022M11;7.412
Total;;;;Teruel;Turistas;2022M10;8.299
Total;;;;Teruel;Turistas;2022M09;9.681
Total;;;;Teruel;Turistas;2022M08;9.248
Total;;;;Teruel;Turistas;2022M07;9.504
Total;;;;Teruel;Turistas;2022M06;7.162
Total;;;;Teruel;Turistas;2022M05;8.340
Total;;;;Teruel;Turistas;2022M04;8.850
Total;;;;Teruel;Turistas;2022M03;6.947
Total;;;;Teruel;Turistas;2022M02;5.181
Total;;;;Teruel;Turistas;2022M01;5.732
Total;;;;Teruel;Turistas;2021M12;6.359
Total;;;;Teruel;Turistas;2021M11;6.827
Total;;;;Teruel;Turistas;2021M10;8.233
Total;;;;Teruel;Turistas;2021M09;8.793
Total;;;;Teruel;Turistas;2021M08;9.524
Total;;;;Teruel;Turistas;2021M07;8.097
Total;;;;Teruel;Turistas;2021M06;5.672
Total;;;;Teruel;Turistas;2021M05;6.070
Total;;;;Teruel;Turistas;2021M04;4.769
Total;;;;Teruel;Turistas;2021M03;4.421
Total;;;;Teruel;Turistas;2021M02;3.798
Total;;;;Teruel;Turistas;2021M01;3.735
Total;;;;Teruel;Turistas;2020M12;4.762
Total;;;;Teruel;Turistas;2020M11;4.633
Total;;;;Teruel;Turistas;2020M10;6.354
Total;;;;Teruel;Turistas;2020M09;5.956
Total;;;;Teruel;Turistas;2020M08;7.894
Total;;;;Teruel;Turistas;2020M07;6.056
Total;;;;Teruel;Turistas;2020M06;3.816
Total;;;;Teruel;Turistas;2020M05;3.139
Total;;;;Teruel;Turistas;2020M04;2.721
Total;;;;Teruel;Turistas;2020M03;6.314
Total;;;;Teruel;Turistas;2020M02;6.204
Total;;;;Teruel;Turistas;2020M01;7.999
Total;;;;Teruel;Turistas;2019M12;7.672
Total;;;;Teruel;Turistas;2019M11;7.690
Total;;;;Teruel;Turistas;2019M10;9.207
Total;;;;Teruel;Turistas;2019M09;10.547
Total;;;;Teruel;Turistas;2019M08;11.603
Total;;;;Teruel;Turistas;2019M07;8.658
Total;;;;Toledo;Turistas;2025M12;36.061
Total;;;;Toledo;Turistas;2025M11;33.381
Total;;;;Toledo;Turistas;2025M10;48.343
Total;;;;Toledo;Turistas;2025M09;58.833
Total;;;;Toledo;Turistas;2025M08;59.257
Total;;;;Toledo;Turistas;2025M07;45.407
Total;;;;Toledo;Turistas;2025M06;39.010
Total;;;;Toledo;Turistas;2025M05;45.409
Total;;;;Toledo;Turistas;2025M04;38.611
Total;;;;Toledo;Turistas;2025M03;36.981
Total;;;;Toledo;Turistas;2025M02;29.950
Total;;;;Toledo;Turistas;2025M01;34.044
Total;;;;Toledo;Turistas;2024M12;29.650
Total;;;;Toledo;Turistas;2024M11;29.218
Total;;;;Toledo;Turistas;2024M10;39.338
Total;;;;Toledo;Turistas;2024M09;37.020
Total;;;;Toledo;Turistas;2024M08;37.119
Total;;;;Toledo;Turistas;2024M07;41.275
Total;;;;Toledo;Turistas;2024M06;36.281
Total;;;;Toledo;Turistas;2024M05;36.837
Total;;;;Toledo;Turistas;2024M04;35.186
Total;;;;Toledo;Turistas;2024M03;33.084
Total;;;;Toledo;Turistas;2024M02;25.674
Total;;;;Toledo;Turistas;2024M01;24.125
Total;;;;Toledo;Turistas;2023M12;31.472
Total;;;;Toledo;Turistas;2023M11;26.538
Total;;;;Toledo;Turistas;2023M10;38.070
Total;;;;Toledo;Turistas;2023M09;38.115
Total;;;;Toledo;Turistas;2023M08;41.313
Total;;;;Toledo;Turistas;2023M07;35.290
Total;;;;Toledo;Turistas;2023M06;30.779
Total;;;;Toledo;Turistas;2023M05;31.504
Total;;;;Toledo;Turistas;2023M04;28.036
Total;;;;Toledo;Turistas;2023M03;25.289
Total;;;;Toledo;Turistas;2023M02;20.963
Total;;;;Toledo;Turistas;2023M01;21.840
Total;;;;Toledo;Turistas;2022M12;23.450
Total;;;;Toledo;Turistas;2022M11;22.142
Total;;;;Toledo;Turistas;2022M10;25.182
Total;;;;Toledo;Turistas;2022M09;24.124
Total;;;;Toledo;Turistas;2022M08;27.732
Total;;;;Toledo;Turistas;2022M07;27.042
Total;;;;Toledo;Turistas;2022M06;22.584
Total;;;;Toledo;Turistas;2022M05;26.079
Total;;;;Toledo;Turistas;2022M04;22.941
Total;;;;Toledo;Turistas;2022M03;20.375
Total;;;;Toledo;Turistas;2022M02;16.203
Total;;;;Toledo;Turistas;2022M01;19.037
Total;;;;Toledo;Turistas;2021M12;19.549
Total;;;;Toledo;Turistas;2021M11;20.573
Total;;;;Toledo;Turistas;2021M10;21.633
Total;;;;Toledo;Turistas;2021M09;20.698
Total;;;;Toledo;Turistas;2021M08;22.195
Total;;;;Toledo;Turistas;2021M07;18.295
Total;;;;Toledo;Turistas;2021M06;15.579
Total;;;;Toledo;Turistas;2021M05;13.923
Total;;;;Toledo;Turistas;2021M04;11.580
Total;;;;Toledo;Turistas;2021M03;12.630
Total;;;;Toledo;Turistas;2021M02;11.746
Total;;;;Toledo;Turistas;2021M01;13.543
Total;;;;Toledo;Turistas;2020M12;15.004
Total;;;;Toledo;Turistas;2020M11;13.180
Total;;;;Toledo;Turistas;2020M10;14.923
Total;;;;Toledo;Turistas;2020M09;15.212
Total;;;;Toledo;Turistas;2020M08;18.991
Total;;;;Toledo;Turistas;2020M07;16.730
Total;;;;Toledo;Turistas;2020M06;11.367
Total;;;;Toledo;Turistas;2020M05;9.480
Total;;;;Toledo;Turistas;2020M04;8.360
Total;;;;Toledo;Turistas;2020M03;16.726
Total;;;;Toledo;Turistas;2020M02;20.360
Total;;;;Toledo;Turistas;2020M01;24.376
Total;;;;Toledo;Turistas;2019M12;22.926
Total;;;;Toledo;Turistas;2019M11;23.149
Total;;;;Toledo;Turistas;2019M10;26.876
Total;;;;Toledo;Turistas;2019M09;28.651
Total;;;;Toledo;Turistas;2019M08;32.595
Total;;;;Toledo;Turistas;2019M07;25.267
Total;;;;Valencia/València;Turistas;2025M12;266.280
Total;;;;Valencia/València;Turistas;2025M11;292.173
Total;;;;Valencia/València;Turistas;2025M10;342.257
Total;;;;Valencia/València;Turistas;2025M09;317.959
Total;;;;Valencia/València;Turistas;2025M08;377.731
Total;;;;Valencia/València;Turistas;2025M07;352.122
Total;;;;Valencia/València;Turistas;2025M06;315.615
Total;;;;Valencia/València;Turistas;2025M05;323.865
Total;;;;Valencia/València;Turistas;2025M04;307.675
Total;;;;Valencia/València;Turistas;2025M03;282.199
Total;;;;Valencia/València;Turistas;2025M02;221.391
Total;;;;Valencia/València;Turistas;2025M01;215.431
Total;;;;Valencia/València;Turistas;2024M12;217.754
Total;;;;Valencia/València;Turistas;2024M11;203.649
Total;;;;Valencia/València;Turistas;2024M10;307.953
Total;;;;Valencia/València;Turistas;2024M09;294.423
Total;;;;Valencia/València;Turistas;2024M08;344.635
Total;;;;Valencia/València;Turistas;2024M07;317.929
Total;;;;Valencia/València;Turistas;2024M06;279.806
Total;;;;Valencia/València;Turistas;2024M05;297.332
Total;;;;Valencia/València;Turistas;2024M04;272.903
Total;;;;Valencia/València;Turistas;2024M03;251.546
Total;;;;Valencia/València;Turistas;2024M02;191.270
Total;;;;Valencia/València;Turistas;2024M01;200.803
Total;;;;Valencia/València;Turistas;2023M12;193.108
Total;;;;Valencia/València;Turistas;2023M11;196.416
Total;;;;Valencia/València;Turistas;2023M10;260.748
Total;;;;Valencia/València;Turistas;2023M09;257.181
Total;;;;Valencia/València;Turistas;2023M08;302.090
Total;;;;Valencia/València;Turistas;2023M07;264.001
Total;;;;Valencia/València;Turistas;2023M06;215.883
Total;;;;Valencia/València;Turistas;2023M05;229.997
Total;;;;Valencia/València;Turistas;2023M04;206.776
Total;;;;Valencia/València;Turistas;2023M03;197.817
Total;;;;Valencia/València;Turistas;2023M02;138.035
Total;;;;Valencia/València;Turistas;2023M01;147.151
Total;;;;Valencia/València;Turistas;2022M12;138.809
Total;;;;Valencia/València;Turistas;2022M11;169.716
Total;;;;Valencia/València;Turistas;2022M10;199.633
Total;;;;Valencia/València;Turistas;2022M09;187.175
Total;;;;Valencia/València;Turistas;2022M08;224.610
Total;;;;Valencia/València;Turistas;2022M07;204.250
Total;;;;Valencia/València;Turistas;2022M06;176.378
Total;;;;Valencia/València;Turistas;2022M05;190.551
Total;;;;Valencia/València;Turistas;2022M04;173.436
Total;;;;Valencia/València;Turistas;2022M03;144.962
Total;;;;Valencia/València;Turistas;2022M02;108.645
Total;;;;Valencia/València;Turistas;2022M01;110.521
Total;;;;Valencia/València;Turistas;2021M12;114.822
Total;;;;Valencia/València;Turistas;2021M11;139.151
Total;;;;Valencia/València;Turistas;2021M10;156.373
Total;;;;Valencia/València;Turistas;2021M09;148.513
Total;;;;Valencia/València;Turistas;2021M08;175.007
Total;;;;Valencia/València;Turistas;2021M07;134.672
Total;;;;Valencia/València;Turistas;2021M06;91.447
Total;;;;Valencia/València;Turistas;2021M05;75.035
Total;;;;Valencia/València;Turistas;2021M04;65.673
Total;;;;Valencia/València;Turistas;2021M03;64.981
Total;;;;Valencia/València;Turistas;2021M02;53.363
Total;;;;Valencia/València;Turistas;2021M01;58.896
Total;;;;Valencia/València;Turistas;2020M12;78.504
Total;;;;Valencia/València;Turistas;2020M11;72.369
Total;;;;Valencia/València;Turistas;2020M10;81.414
Total;;;;Valencia/València;Turistas;2020M09;78.216
Total;;;;Valencia/València;Turistas;2020M08;122.055
Total;;;;Valencia/València;Turistas;2020M07;100.091
Total;;;;Valencia/València;Turistas;2020M06;54.543
Total;;;;Valencia/València;Turistas;2020M05;44.048
Total;;;;Valencia/València;Turistas;2020M04;39.941
Total;;;;Valencia/València;Turistas;2020M03;116.236
Total;;;;Valencia/València;Turistas;2020M02;147.492
Total;;;;Valencia/València;Turistas;2020M01;153.856
Total;;;;Valencia/València;Turistas;2019M12;139.189
Total;;;;Valencia/València;Turistas;2019M11;170.367
Total;;;;Valencia/València;Turistas;2019M10;203.283
Total;;;;Valencia/València;Turistas;2019M09;199.507
Total;;;;Valencia/València;Turistas;2019M08;255.557
Total;;;;Valencia/València;Turistas;2019M07;214.511
Total;;;;Valladolid;Turistas;2025M12;31.253
Total;;;;Valladolid;Turistas;2025M11;28.137
Total;;;;Valladolid;Turistas;2025M10;30.327
Total;;;;Valladolid;Turistas;2025M09;33.260
Total;;;;Valladolid;Turistas;2025M08;46.425
Total;;;;Valladolid;Turistas;2025M07;43.045
Total;;;;Valladolid;Turistas;2025M06;28.343
Total;;;;Valladolid;Turistas;2025M05;31.085
Total;;;;Valladolid;Turistas;2025M04;30.245
Total;;;;Valladolid;Turistas;2025M03;26.794
Total;;;;Valladolid;Turistas;2025M02;22.206
Total;;;;Valladolid;Turistas;2025M01;26.358
Total;;;;Valladolid;Turistas;2024M12;25.179
Total;;;;Valladolid;Turistas;2024M11;23.682
Total;;;;Valladolid;Turistas;2024M10;30.073
Total;;;;Valladolid;Turistas;2024M09;29.802
Total;;;;Valladolid;Turistas;2024M08;42.660
Total;;;;Valladolid;Turistas;2024M07;41.739
Total;;;;Valladolid;Turistas;2024M06;27.667
Total;;;;Valladolid;Turistas;2024M05;28.194
Total;;;;Valladolid;Turistas;2024M04;28.720
Total;;;;Valladolid;Turistas;2024M03;26.109
Total;;;;Valladolid;Turistas;2024M02;20.449
Total;;;;Valladolid;Turistas;2024M01;23.247
Total;;;;Valladolid;Turistas;2023M12;26.086
Total;;;;Valladolid;Turistas;2023M11;21.478
Total;;;;Valladolid;Turistas;2023M10;32.263
Total;;;;Valladolid;Turistas;2023M09;30.379
Total;;;;Valladolid;Turistas;2023M08;45.093
Total;;;;Valladolid;Turistas;2023M07;35.896
Total;;;;Valladolid;Turistas;2023M06;23.023
Total;;;;Valladolid;Turistas;2023M05;25.663
Total;;;;Valladolid;Turistas;2023M04;22.990
Total;;;;Valladolid;Turistas;2023M03;19.143
Total;;;;Valladolid;Turistas;2023M02;15.717
Total;;;;Valladolid;Turistas;2023M01;19.590
Total;;;;Valladolid;Turistas;2022M12;18.788
Total;;;;Valladolid;Turistas;2022M11;17.861
Total;;;;Valladolid;Turistas;2022M10;21.081
Total;;;;Valladolid;Turistas;2022M09;21.557
Total;;;;Valladolid;Turistas;2022M08;32.389
Total;;;;Valladolid;Turistas;2022M07;28.843
Total;;;;Valladolid;Turistas;2022M06;19.682
Total;;;;Valladolid;Turistas;2022M05;20.905
Total;;;;Valladolid;Turistas;2022M04;19.937
Total;;;;Valladolid;Turistas;2022M03;18.690
Total;;;;Valladolid;Turistas;2022M02;14.875
Total;;;;Valladolid;Turistas;2022M01;17.577
Total;;;;Valladolid;Turistas;2021M12;19.301
Total;;;;Valladolid;Turistas;2021M11;18.309
Total;;;;Valladolid;Turistas;2021M10;20.002
Total;;;;Valladolid;Turistas;2021M09;20.407
Total;;;;Valladolid;Turistas;2021M08;28.396
Total;;;;Valladolid;Turistas;2021M07;20.844
Total;;;;Valladolid;Turistas;2021M06;17.004
Total;;;;Valladolid;Turistas;2021M05;15.448
Total;;;;Valladolid;Turistas;2021M04;13.560
Total;;;;Valladolid;Turistas;2021M03;14.399
Total;;;;Valladolid;Turistas;2021M02;12.634
Total;;;;Valladolid;Turistas;2021M01;13.816
Total;;;;Valladolid;Turistas;2020M12;16.122
Total;;;;Valladolid;Turistas;2020M11;14.160
Total;;;;Valladolid;Turistas;2020M10;16.761
Total;;;;Valladolid;Turistas;2020M09;16.295
Total;;;;Valladolid;Turistas;2020M08;21.539
Total;;;;Valladolid;Turistas;2020M07;18.850
Total;;;;Valladolid;Turistas;2020M06;12.342
Total;;;;Valladolid;Turistas;2020M05;9.673
Total;;;;Valladolid;Turistas;2020M04;8.058
Total;;;;Valladolid;Turistas;2020M03;18.423
Total;;;;Valladolid;Turistas;2020M02;18.651
Total;;;;Valladolid;Turistas;2020M01;21.141
Total;;;;Valladolid;Turistas;2019M12;20.905
Total;;;;Valladolid;Turistas;2019M11;19.522
Total;;;;Valladolid;Turistas;2019M10;22.191
Total;;;;Valladolid;Turistas;2019M09;22.344
Total;;;;Valladolid;Turistas;2019M08;36.105
Total;;;;Valladolid;Turistas;2019M07;26.268
Total;;;;Zamora;Turistas;2025M12;21.396
Total;;;;Zamora;Turistas;2025M11;19.450
Total;;;;Zamora;Turistas;2025M10;23.630
Total;;;;Zamora;Turistas;2025M09;27.398
Total;;;;Zamora;Turistas;2025M08;47.264
Total;;;;Zamora;Turistas;2025M07;29.793
Total;;;;Zamora;Turistas;2025M06;24.550
Total;;;;Zamora;Turistas;2025M05;27.283
Total;;;;Zamora;Turistas;2025M04;26.580
Total;;;;Zamora;Turistas;2025M03;22.174
Total;;;;Zamora;Turistas;2025M02;17.479
Total;;;;Zamora;Turistas;2025M01;19.953
Total;;;;Zamora;Turistas;2024M12;20.572
Total;;;;Zamora;Turistas;2024M11;16.621
Total;;;;Zamora;Turistas;2024M10;23.479
Total;;;;Zamora;Turistas;2024M09;25.528
Total;;;;Zamora;Turistas;2024M08;49.256
Total;;;;Zamora;Turistas;2024M07;35.980
Total;;;;Zamora;Turistas;2024M06;25.065
Total;;;;Zamora;Turistas;2024M05;25.002
Total;;;;Zamora;Turistas;2024M04;25.550
Total;;;;Zamora;Turistas;2024M03;22.480
Total;;;;Zamora;Turistas;2024M02;16.981
Total;;;;Zamora;Turistas;2024M01;17.274
Total;;;;Zamora;Turistas;2023M12;24.083
Total;;;;Zamora;Turistas;2023M11;18.301
Total;;;;Zamora;Turistas;2023M10;25.730
Total;;;;Zamora;Turistas;2023M09;27.814
Total;;;;Zamora;Turistas;2023M08;51.184
Total;;;;Zamora;Turistas;2023M07;30.346
Total;;;;Zamora;Turistas;2023M06;20.349
Total;;;;Zamora;Turistas;2023M05;19.295
Total;;;;Zamora;Turistas;2023M04;22.183
Total;;;;Zamora;Turistas;2023M03;15.477
Total;;;;Zamora;Turistas;2023M02;13.265
Total;;;;Zamora;Turistas;2023M01;13.197
Total;;;;Zamora;Turistas;2022M12;14.625
Total;;;;Zamora;Turistas;2022M11;12.878
Total;;;;Zamora;Turistas;2022M10;16.266
Total;;;;Zamora;Turistas;2022M09;18.699
Total;;;;Zamora;Turistas;2022M08;35.365
Total;;;;Zamora;Turistas;2022M07;28.222
Total;;;;Zamora;Turistas;2022M06;18.389
Total;;;;Zamora;Turistas;2022M05;17.352
Total;;;;Zamora;Turistas;2022M04;19.246
Total;;;;Zamora;Turistas;2022M03;13.905
Total;;;;Zamora;Turistas;2022M02;11.651
Total;;;;Zamora;Turistas;2022M01;13.174
Total;;;;Zamora;Turistas;2021M12;15.777
Total;;;;Zamora;Turistas;2021M11;15.772
Total;;;;Zamora;Turistas;2021M10;18.162
Total;;;;Zamora;Turistas;2021M09;18.787
Total;;;;Zamora;Turistas;2021M08;38.701
Total;;;;Zamora;Turistas;2021M07;20.129
Total;;;;Zamora;Turistas;2021M06;15.989
Total;;;;Zamora;Turistas;2021M05;13.776
Total;;;;Zamora;Turistas;2021M04;11.292
Total;;;;Zamora;Turistas;2021M03;11.178
Total;;;;Zamora;Turistas;2021M02;9.105
Total;;;;Zamora;Turistas;2021M01;11.271
Total;;;;Zamora;Turistas;2020M12;16.098
Total;;;;Zamora;Turistas;2020M11;11.800
Total;;;;Zamora;Turistas;2020M10;16.738
Total;;;;Zamora;Turistas;2020M09;18.602
Total;;;;Zamora;Turistas;2020M08;35.354
Total;;;;Zamora;Turistas;2020M07;18.970
Total;;;;Zamora;Turistas;2020M06;12.185
Total;;;;Zamora;Turistas;2020M05;10.285
Total;;;;Zamora;Turistas;2020M04;7.149
Total;;;;Zamora;Turistas;2020M03;15.292
Total;;;;Zamora;Turistas;2020M02;15.616
Total;;;;Zamora;Turistas;2020M01;18.178
Total;;;;Zamora;Turistas;2019M12;20.236
Total;;;;Zamora;Turistas;2019M11;19.024
Total;;;;Zamora;Turistas;2019M10;19.120
Total;;;;Zamora;Turistas;2019M09;24.087
Total;;;;Zamora;Turistas;2019M08;54.163
Total;;;;Zamora;Turistas;2019M07;23.659
Total;;;;Zaragoza;Turistas;2025M12;68.291
Total;;;;Zaragoza;Turistas;2025M11;63.133
Total;;;;Zaragoza;Turistas;2025M10;69.221
Total;;;;Zaragoza;Turistas;2025M09;67.095
Total;;;;Zaragoza;Turistas;2025M08;69.215
Total;;;;Zaragoza;Turistas;2025M07;70.388
Total;;;;Zaragoza;Turistas;2025M06;61.989
Total;;;;Zaragoza;Turistas;2025M05;71.337
Total;;;;Zaragoza;Turistas;2025M04;63.665
Total;;;;Zaragoza;Turistas;2025M03;61.888
Total;;;;Zaragoza;Turistas;2025M02;50.571
Total;;;;Zaragoza;Turistas;2025M01;52.651
Total;;;;Zaragoza;Turistas;2024M12;51.388
Total;;;;Zaragoza;Turistas;2024M11;55.027
Total;;;;Zaragoza;Turistas;2024M10;69.272
Total;;;;Zaragoza;Turistas;2024M09;63.041
Total;;;;Zaragoza;Turistas;2024M08;59.042
Total;;;;Zaragoza;Turistas;2024M07;64.105
Total;;;;Zaragoza;Turistas;2024M06;60.780
Total;;;;Zaragoza;Turistas;2024M05;63.254
Total;;;;Zaragoza;Turistas;2024M04;59.050
Total;;;;Zaragoza;Turistas;2024M03;57.355
Total;;;;Zaragoza;Turistas;2024M02;46.275
Total;;;;Zaragoza;Turistas;2024M01;42.490
Total;;;;Zaragoza;Turistas;2023M12;50.509
Total;;;;Zaragoza;Turistas;2023M11;45.111
Total;;;;Zaragoza;Turistas;2023M10;60.007
Total;;;;Zaragoza;Turistas;2023M09;53.678
Total;;;;Zaragoza;Turistas;2023M08;60.908
Total;;;;Zaragoza;Turistas;2023M07;54.736
Total;;;;Zaragoza;Turistas;2023M06;48.098
Total;;;;Zaragoza;Turistas;2023M05;56.135
Total;;;;Zaragoza;Turistas;2023M04;48.076
Total;;;;Zaragoza;Turistas;2023M03;42.400
Total;;;;Zaragoza;Turistas;2023M02;35.315
Total;;;;Zaragoza;Turistas;2023M01;35.197
Total;;;;Zaragoza;Turistas;2022M12;35.696
Total;;;;Zaragoza;Turistas;2022M11;39.274
Total;;;;Zaragoza;Turistas;2022M10;43.944
Total;;;;Zaragoza;Turistas;2022M09;42.693
Total;;;;Zaragoza;Turistas;2022M08;43.090
Total;;;;Zaragoza;Turistas;2022M07;43.976
Total;;;;Zaragoza;Turistas;2022M06;41.379
Total;;;;Zaragoza;Turistas;2022M05;46.964
Total;;;;Zaragoza;Turistas;2022M04;42.989
Total;;;;Zaragoza;Turistas;2022M03;40.158
Total;;;;Zaragoza;Turistas;2022M02;32.309
Total;;;;Zaragoza;Turistas;2022M01;35.052
Total;;;;Zaragoza;Turistas;2021M12;37.709
Total;;;;Zaragoza;Turistas;2021M11;41.208
Total;;;;Zaragoza;Turistas;2021M10;43.454
Total;;;;Zaragoza;Turistas;2021M09;40.727
Total;;;;Zaragoza;Turistas;2021M08;41.870
Total;;;;Zaragoza;Turistas;2021M07;39.770
Total;;;;Zaragoza;Turistas;2021M06;35.176
Total;;;;Zaragoza;Turistas;2021M05;31.753
Total;;;;Zaragoza;Turistas;2021M04;27.431
Total;;;;Zaragoza;Turistas;2021M03;29.248
Total;;;;Zaragoza;Turistas;2021M02;25.468
Total;;;;Zaragoza;Turistas;2021M01;26.561
Total;;;;Zaragoza;Turistas;2020M12;31.091
Total;;;;Zaragoza;Turistas;2020M11;28.513
Total;;;;Zaragoza;Turistas;2020M10;33.750
Total;;;;Zaragoza;Turistas;2020M09;30.940
Total;;;;Zaragoza;Turistas;2020M08;32.850
Total;;;;Zaragoza;Turistas;2020M07;34.596
Total;;;;Zaragoza;Turistas;2020M06;24.154
Total;;;;Zaragoza;Turistas;2020M05;18.455
Total;;;;Zaragoza;Turistas;2020M04;15.725
Total;;;;Zaragoza;Turistas;2020M03;36.489
Total;;;;Zaragoza;Turistas;2020M02;41.385
Total;;;;Zaragoza;Turistas;2020M01;43.432
Total;;;;Zaragoza;Turistas;2019M12;39.911
Total;;;;Zaragoza;Turistas;2019M11;43.417
Total;;;;Zaragoza;Turistas;2019M10;49.672
Total;;;;Zaragoza;Turistas;2019M09;44.523
Total;;;;Zaragoza;Turistas;2019M08;51.119
Total;;;;Zaragoza;Turistas;2019M07;43.978
