Total Nacional;Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;16 País Vasco;General;Índice;2021T4;125,938
Nacional;16 País Vasco;General;Índice;2021T3;124,501
Nacional;16 País Vasco;General;Índice;2021T2;123,336
Nacional;16 País Vasco;General;Índice;2021T1;121,755
Nacional;16 País Vasco;General;Índice;2020T4;120,831
Nacional;16 País Vasco;General;Índice;2020T3;122,837
Nacional;16 País Vasco;General;Índice;2020T2;120,265
Nacional;16 País Vasco;General;Índice;2020T1;121,515
Nacional;16 País Vasco;General;Índice;2019T4;118,272
Nacional;16 País Vasco;General;Índice;2019T3;120,599
Nacional;16 País Vasco;General;Índice;2019T2;118,350
Nacional;16 País Vasco;General;Índice;2019T1;117,529
Nacional;17 Rioja, La;General;Índice;2025T4;173,261
Nacional;17 Rioja, La;General;Índice;2025T3;168,635
Nacional;17 Rioja, La;General;Índice;2025T2;164,705
Nacional;17 Rioja, La;General;Índice;2025T1;158,501
Nacional;17 Rioja, La;General;Índice;2024T4;151,397
Nacional;17 Rioja, La;General;Índice;2024T3;147,767
Nacional;17 Rioja, La;General;Índice;2024T2;144,803
Nacional;17 Rioja, La;General;Índice;2024T1;139,961
Nacional;17 Rioja, La;General;Índice;2023T4;135,324
Nacional;17 Rioja, La;General;Índice;2023T3;135,332
Nacional;17 Rioja, La;General;Índice;2023T2;133,325
Nacional;17 Rioja, La;General;Índice;2023T1;130,660
Nacional;17 Rioja, La;General;Índice;2022T4;130,212
Nacional;17 Rioja, La;General;Índice;2022T3;132,781
Nacional;17 Rioja, La;General;Índice;2022T2;129,915
Nacional;17 Rioja, La;General;Índice;2022T1;127,118
Nacional;17 Rioja, La;General;Índice;2021T4;123,528
Nacional;17 Rioja, La;General;Índice;2021T3;122,887
Nacional;17 Rioja, La;General;Índice;2021T2;120,454
Nacional;17 Rioja, La;General;Índice;2021T1;118,456
Nacional;17 Rioja, La;General;Índice;2020T4;117,347
Nacional;17 Rioja, La;General;Índice;2020T3;116,897
Nacional;17 Rioja, La;General;Índice;2020T2;117,732
Nacional;17 Rioja, La;General;Índice;2020T1;116,744
Nacional;17 Rioja, La;General;Índice;2019T4;116,161
Nacional;17 Rioja, La;General;Índice;2019T3;115,520
Nacional;17 Rioja, La;General;Índice;2019T2;115,227
Nacional;17 Rioja, La;General;Índice;2019T1;113,141
Nacional;18 Ceuta;General;Índice;2025T4;209,084
Nacional;18 Ceuta;General;Índice;2025T3;204,600
Nacional;18 Ceuta;General;Índice;2025T2;199,398
Nacional;18 Ceuta;General;Índice;2025T1;192,344
Nacional;18 Ceuta;General;Índice;2024T4;184,569
Nacional;18 Ceuta;General;Índice;2024T3;178,624
Nacional;18 Ceuta;General;Índice;2024T2;176,973
Nacional;18 Ceuta;General;Índice;2024T1;170,101
Nacional;18 Ceuta;General;Índice;2023T4;165,638
Nacional;18 Ceuta;General;Índice;2023T3;164,611
Nacional;18 Ceuta;General;Índice;2023T2;161,660
Nacional;18 Ceuta;General;Índice;2023T1;159,058
Nacional;18 Ceuta;General;Índice;2022T4;158,378
Nacional;18 Ceuta;General;Índice;2022T3;155,619
Nacional;18 Ceuta;General;Índice;2022T2;152,246
Nacional;18 Ceuta;General;Índice;2022T1;150,704
Nacional;18 Ceuta;General;Índice;2021T4;146,641
Nacional;18 Ceuta;General;Índice;2021T3;144,209
Nacional;18 Ceuta;General;Índice;2021T2;139,038
Nacional;18 Ceuta;General;Índice;2021T1;138,250
Nacional;18 Ceuta;General;Índice;2020T4;138,288
Nacional;18 Ceuta;General;Índice;2020T3;139,489
Nacional;18 Ceuta;General;Índice;2020T2;135,216
Nacional;18 Ceuta;General;Índice;2020T1;134,821
Nacional;18 Ceuta;General;Índice;2019T4;131,854
Nacional;18 Ceuta;General;Índice;2019T3;133,637
Nacional;18 Ceuta;General;Índice;2019T2;130,592
Nacional;18 Ceuta;General;Índice;2019T1;128,575
Nacional;19 Melilla;General;Índice;2025T4;201,063
Nacional;19 Melilla;General;Índice;2025T3;200,061
Nacional;19 Melilla;General;Índice;2025T2;194,975
Nacional;19 Melilla;General;Índice;2025T1;187,389
Nacional;19 Melilla;General;Índice;2024T4;178,326
Nacional;19 Melilla;General;Índice;2024T3;174,797
Nacional;19 Melilla;General;Índice;2024T2;171,953
Nacional;19 Melilla;General;Índice;2024T1;164,358
Nacional;19 Melilla;General;Índice;2023T4;158,926
Nacional;19 Melilla;General;Índice;2023T3;161,958
Nacional;19 Melilla;General;Índice;2023T2;160,434
Nacional;19 Melilla;General;Índice;2023T1;156,969
Nacional;19 Melilla;General;Índice;2022T4;154,019
Nacional;19 Melilla;General;Índice;2022T3;152,976
Nacional;19 Melilla;General;Índice;2022T2;151,150
Nacional;19 Melilla;General;Índice;2022T1;147,760
Nacional;19 Melilla;General;Índice;2021T4;142,577
Nacional;19 Melilla;General;Índice;2021T3;142,563
Nacional;19 Melilla;General;Índice;2021T2;139,007
Nacional;19 Melilla;General;Índice;2021T1;134,954
Nacional;19 Melilla;General;Índice;2020T4;133,064
Nacional;19 Melilla;General;Índice;2020T3;133,661
Nacional;19 Melilla;General;Índice;2020T2;130,290
Nacional;19 Melilla;General;Índice;2020T1;128,760
Nacional;19 Melilla;General;Índice;2019T4;126,218
Nacional;19 Melilla;General;Índice;2019T3;127,460
Nacional;19 Melilla;General;Índice;2019T2;124,154
Nacional;19 Melilla;General;Índice;2019T1;125,310
