Total Nacional;Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;14 Murcia, Región de;General;Variación trimestral;2022T1;3,0
Nacional;14 Murcia, Región de;General;Variación trimestral;2021T4;1,0
Nacional;14 Murcia, Región de;General;Variación trimestral;2021T3;2,7
Nacional;14 Murcia, Región de;General;Variación trimestral;2021T2;2,5
Nacional;14 Murcia, Región de;General;Variación trimestral;2021T1;0,3
Nacional;14 Murcia, Región de;General;Variación trimestral;2020T4;0,7
Nacional;14 Murcia, Región de;General;Variación trimestral;2020T3;0,9
Nacional;14 Murcia, Región de;General;Variación trimestral;2020T2;1,6
Nacional;14 Murcia, Región de;General;Variación trimestral;2020T1;-0,1
Nacional;14 Murcia, Región de;General;Variación trimestral;2019T4;0,7
Nacional;14 Murcia, Región de;General;Variación trimestral;2019T3;0,7
Nacional;14 Murcia, Región de;General;Variación trimestral;2019T2;2,1
Nacional;14 Murcia, Región de;General;Variación trimestral;2019T1;1,1
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2025T4;0,3
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2025T3;2,5
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2025T2;4,2
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2025T1;4,0
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2024T4;-0,1
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2024T3;3,5
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2024T2;3,6
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2024T1;5,4
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2023T4;-2,1
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2023T3;3,1
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2023T2;1,1
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2023T1;2,5
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2022T4;0,7
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2022T3;1,2
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2022T2;1,2
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2022T1;3,9
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2021T4;0,3
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2021T3;1,7
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2021T2;1,7
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2021T1;1,4
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2020T4;-1,5
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2020T3;1,0
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2020T2;-0,6
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2020T1;1,8
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2019T4;-0,4
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2019T3;0,5
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2019T2;1,4
Nacional;15 Navarra, Comunidad Foral de;General;Variación trimestral;2019T1;1,8
Nacional;16 País Vasco;General;Variación trimestral;2025T4;1,2
Nacional;16 País Vasco;General;Variación trimestral;2025T3;2,2
Nacional;16 País Vasco;General;Variación trimestral;2025T2;3,5
Nacional;16 País Vasco;General;Variación trimestral;2025T1;5,0
Nacional;16 País Vasco;General;Variación trimestral;2024T4;0,6
Nacional;16 País Vasco;General;Variación trimestral;2024T3;2,9
Nacional;16 País Vasco;General;Variación trimestral;2024T2;3,5
Nacional;16 País Vasco;General;Variación trimestral;2024T1;3,4
Nacional;16 País Vasco;General;Variación trimestral;2023T4;-1,5
Nacional;16 País Vasco;General;Variación trimestral;2023T3;3,0
Nacional;16 País Vasco;General;Variación trimestral;2023T2;1,5
Nacional;16 País Vasco;General;Variación trimestral;2023T1;0,9
Nacional;16 País Vasco;General;Variación trimestral;2022T4;-1,6
Nacional;16 País Vasco;General;Variación trimestral;2022T3;2,2
Nacional;16 País Vasco;General;Variación trimestral;2022T2;1,5
Nacional;16 País Vasco;General;Variación trimestral;2022T1;2,7
Nacional;16 País Vasco;General;Variación trimestral;2021T4;1,2
Nacional;16 País Vasco;General;Variación trimestral;2021T3;0,9
Nacional;16 País Vasco;General;Variación trimestral;2021T2;1,3
Nacional;16 País Vasco;General;Variación trimestral;2021T1;0,8
Nacional;16 País Vasco;General;Variación trimestral;2020T4;-1,6
Nacional;16 País Vasco;General;Variación trimestral;2020T3;2,1
Nacional;16 País Vasco;General;Variación trimestral;2020T2;-1,0
Nacional;16 País Vasco;General;Variación trimestral;2020T1;2,7
Nacional;16 País Vasco;General;Variación trimestral;2019T4;-1,9
Nacional;16 País Vasco;General;Variación trimestral;2019T3;1,9
Nacional;16 País Vasco;General;Variación trimestral;2019T2;0,7
Nacional;16 País Vasco;General;Variación trimestral;2019T1;2,3
Nacional;17 Rioja, La;General;Variación trimestral;2025T4;2,7
Nacional;17 Rioja, La;General;Variación trimestral;2025T3;2,4
Nacional;17 Rioja, La;General;Variación trimestral;2025T2;3,9
Nacional;17 Rioja, La;General;Variación trimestral;2025T1;4,7
Nacional;17 Rioja, La;General;Variación trimestral;2024T4;2,5
Nacional;17 Rioja, La;General;Variación trimestral;2024T3;2,0
Nacional;17 Rioja, La;General;Variación trimestral;2024T2;3,5
Nacional;17 Rioja, La;General;Variación trimestral;2024T1;3,4
Nacional;17 Rioja, La;General;Variación trimestral;2023T4;0,0
Nacional;17 Rioja, La;General;Variación trimestral;2023T3;1,5
Nacional;17 Rioja, La;General;Variación trimestral;2023T2;2,0
Nacional;17 Rioja, La;General;Variación trimestral;2023T1;0,3
Nacional;17 Rioja, La;General;Variación trimestral;2022T4;-1,9
Nacional;17 Rioja, La;General;Variación trimestral;2022T3;2,2
Nacional;17 Rioja, La;General;Variación trimestral;2022T2;2,2
Nacional;17 Rioja, La;General;Variación trimestral;2022T1;2,9
Nacional;17 Rioja, La;General;Variación trimestral;2021T4;0,5
Nacional;17 Rioja, La;General;Variación trimestral;2021T3;2,0
Nacional;17 Rioja, La;General;Variación trimestral;2021T2;1,7
Nacional;17 Rioja, La;General;Variación trimestral;2021T1;0,9
Nacional;17 Rioja, La;General;Variación trimestral;2020T4;0,4
Nacional;17 Rioja, La;General;Variación trimestral;2020T3;-0,7
Nacional;17 Rioja, La;General;Variación trimestral;2020T2;0,8
Nacional;17 Rioja, La;General;Variación trimestral;2020T1;0,5
Nacional;17 Rioja, La;General;Variación trimestral;2019T4;0,6
Nacional;17 Rioja, La;General;Variación trimestral;2019T3;0,3
Nacional;17 Rioja, La;General;Variación trimestral;2019T2;1,8
Nacional;17 Rioja, La;General;Variación trimestral;2019T1;1,9
Nacional;18 Ceuta;General;Variación trimestral;2025T4;2,2
Nacional;18 Ceuta;General;Variación trimestral;2025T3;2,6
Nacional;18 Ceuta;General;Variación trimestral;2025T2;3,7
Nacional;18 Ceuta;General;Variación trimestral;2025T1;4,2
Nacional;18 Ceuta;General;Variación trimestral;2024T4;3,3
Nacional;18 Ceuta;General;Variación trimestral;2024T3;0,9
Nacional;18 Ceuta;General;Variación trimestral;2024T2;4,0
Nacional;18 Ceuta;General;Variación trimestral;2024T1;2,7
Nacional;18 Ceuta;General;Variación trimestral;2023T4;0,6
Nacional;18 Ceuta;General;Variación trimestral;2023T3;1,8
Nacional;18 Ceuta;General;Variación trimestral;2023T2;1,6
Nacional;18 Ceuta;General;Variación trimestral;2023T1;0,4
Nacional;18 Ceuta;General;Variación trimestral;2022T4;1,8
Nacional;18 Ceuta;General;Variación trimestral;2022T3;2,2
Nacional;18 Ceuta;General;Variación trimestral;2022T2;1,0
Nacional;18 Ceuta;General;Variación trimestral;2022T1;2,8
Nacional;18 Ceuta;General;Variación trimestral;2021T4;1,7
Nacional;18 Ceuta;General;Variación trimestral;2021T3;3,7
Nacional;18 Ceuta;General;Variación trimestral;2021T2;0,6
Nacional;18 Ceuta;General;Variación trimestral;2021T1;0,0
Nacional;18 Ceuta;General;Variación trimestral;2020T4;-0,9
Nacional;18 Ceuta;General;Variación trimestral;2020T3;3,2
Nacional;18 Ceuta;General;Variación trimestral;2020T2;0,3
Nacional;18 Ceuta;General;Variación trimestral;2020T1;2,2
Nacional;18 Ceuta;General;Variación trimestral;2019T4;-1,3
Nacional;18 Ceuta;General;Variación trimestral;2019T3;2,3
Nacional;18 Ceuta;General;Variación trimestral;2019T2;1,6
Nacional;18 Ceuta;General;Variación trimestral;2019T1;2,6
Nacional;19 Melilla;General;Variación trimestral;2025T4;0,5
Nacional;19 Melilla;General;Variación trimestral;2025T3;2,6
Nacional;19 Melilla;General;Variación trimestral;2025T2;4,0
Nacional;19 Melilla;General;Variación trimestral;2025T1;5,1
Nacional;19 Melilla;General;Variación trimestral;2024T4;2,0
Nacional;19 Melilla;General;Variación trimestral;2024T3;1,7
Nacional;19 Melilla;General;Variación trimestral;2024T2;4,6
Nacional;19 Melilla;General;Variación trimestral;2024T1;3,4
Nacional;19 Melilla;General;Variación trimestral;2023T4;-1,9
Nacional;19 Melilla;General;Variación trimestral;2023T3;1,0
Nacional;19 Melilla;General;Variación trimestral;2023T2;2,2
Nacional;19 Melilla;General;Variación trimestral;2023T1;1,9
Nacional;19 Melilla;General;Variación trimestral;2022T4;0,7
Nacional;19 Melilla;General;Variación trimestral;2022T3;1,2
Nacional;19 Melilla;General;Variación trimestral;2022T2;2,3
Nacional;19 Melilla;General;Variación trimestral;2022T1;3,6
Nacional;19 Melilla;General;Variación trimestral;2021T4;0,0
Nacional;19 Melilla;General;Variación trimestral;2021T3;2,6
Nacional;19 Melilla;General;Variación trimestral;2021T2;3,0
Nacional;19 Melilla;General;Variación trimestral;2021T1;1,4
Nacional;19 Melilla;General;Variación trimestral;2020T4;-0,4
Nacional;19 Melilla;General;Variación trimestral;2020T3;2,6
Nacional;19 Melilla;General;Variación trimestral;2020T2;1,2
Nacional;19 Melilla;General;Variación trimestral;2020T1;2,0
Nacional;19 Melilla;General;Variación trimestral;2019T4;-1,0
Nacional;19 Melilla;General;Variación trimestral;2019T3;2,7
Nacional;19 Melilla;General;Variación trimestral;2019T2;-0,9
Nacional;19 Melilla;General;Variación trimestral;2019T1;2,5
